run_id,request_id,question_id,question_text,tags,answer_completeness_score,groundedness_score,answer_relevance_score,generation_context_strict_recall_at_4,generation_context_ndcg_at_4
1bc4a880-48a1-4a41-957f-d531cbdde2f9,57f83240-c39e-4dfc-a2b7-f7932aa52f44,q12_raft_leader_election,"How does Raft elect a leader, and why are randomized timeouts and periodic heartbeats important for preventing split votes and detecting failed leaders?","causal,failure",0.0000,1.0000,0.5000,1.0000,1.0000
1bc4a880-48a1-4a41-957f-d531cbdde2f9,92e414df-bd9f-4a33-92e7-a31696f7255d,q13_consistency_tradeoffs_and_cap,"Why does allowing clients to read from any follower improve availability but weaken consistency, and how does the CAP theorem frame the choice during a network partition?","tradeoff,failure",1.0000,1.0000,1.0000,1.0000,0.8973
1bc4a880-48a1-4a41-957f-d531cbdde2f9,3b50652f-e326-487b-9aeb-d9b80ac57705,q14_causal_vs_eventual_consistency,"Why is eventual consistency not always enough for applications with causally related operations, and how does causal consistency strengthen the guarantees without requiring full strong consistency?","contrast,tradeoff",1.0000,1.0000,1.0000,1.0000,0.7019
1bc4a880-48a1-4a41-957f-d531cbdde2f9,5d51dc30-a9be-4dcf-9129-ad9a9bf385cf,q15_isolation_atomicity_and_2pc,"What is the difference between isolation and atomicity in transactions, and why is two-phase commit needed when atomicity must be coordinated across multiple processes?",contrast,1.0000,1.0000,1.0000,1.0000,0.7449
1bc4a880-48a1-4a41-957f-d531cbdde2f9,cdfcccd6-b37e-428e-b10d-b50ef657d394,q16_outbox_pattern_dual_writes,"Why can dual writes to a primary database and a secondary system such as a search index leave the system in an inconsistent state, and how does the outbox pattern address this problem?",failure,1.0000,1.0000,1.0000,1.0000,0.5615
1bc4a880-48a1-4a41-957f-d531cbdde2f9,77ba7934-1e97-43db-9b2d-c012244481a9,q17_sagas_and_lack_of_isolation,"How do sagas use compensating transactions to preserve atomicity across services, and why do they still sacrifice the isolation guarantees of traditional ACID transactions?","tradeoff,failure",0.5000,1.0000,1.0000,1.0000,0.7780
1bc4a880-48a1-4a41-957f-d531cbdde2f9,1ce44199-f93b-4da0-b04c-5d430d4122d0,q18_range_vs_hash_partitioning,"What trade-offs separate range partitioning from hash partitioning, and why can each approach still suffer from hotspots under certain access patterns?","contrast,tradeoff",1.0000,1.0000,1.0000,1.0000,0.8973
1bc4a880-48a1-4a41-957f-d531cbdde2f9,2e049b53-269e-430d-b5ce-8c32291d376b,q19_l4_vs_l7_load_balancing,"What is the difference between transport-layer and application-layer load balancing, and what extra capabilities does an L7 load balancer gain by understanding HTTP traffic?",contrast,1.0000,1.0000,1.0000,1.0000,1.0000
1bc4a880-48a1-4a41-957f-d531cbdde2f9,d730eb8b-708f-4bda-a6c3-5932b1e904d0,q20_exactly_once_processing_is_an_illusion,"Why is exactly-once message delivery impossible in practice, and how can a consumer approximate exactly-once processing with idempotent handling and careful delete timing?","failure,tradeoff",0.0000,1.0000,1.0000,1.0000,0.7387
2f725ce8-aed5-4ded-9143-dbf25a738b94,99b08797-3d45-46d6-8a1a-a82b5851b8dc,q01_tcp_reliable_over_ip,"Why is TCP considered a transport layer that creates a reliable channel on top of unreliable IP, and what mechanisms does it use to compensate for packet loss, duplication, corruption, and out-of-order delivery?","causal,failure",0.5000,0.5000,1.0000,1.0000,0.8973
2f725ce8-aed5-4ded-9143-dbf25a738b94,a9cd915b-e702-4046-97e5-6dde08c8c81e,q02_connection_setup_reuse_cost,"Why are opening new network connections expensive, why does geographic proximity reduce this penalty, and why do systems try to reuse connections instead of recreating them repeatedly?","causal,tradeoff",1.0000,1.0000,1.0000,0.5000,0.5963
2f725ce8-aed5-4ded-9143-dbf25a738b94,3ed57f7e-c871-4fc1-9446-8885b21a8180,q03_flow_vs_congestion_control,"What is the difference between flow control and congestion control in TCP, and what type of overload is each mechanism designed to prevent?",contrast,1.0000,1.0000,1.0000,1.0000,0.7780
2f725ce8-aed5-4ded-9143-dbf25a738b94,37f1e88c-3d1d-4c4c-a772-8ffaff7938c3,q04_udp_for_realtime_protocols,"Why can UDP be a better foundation than TCP for real-time protocols such as multiplayer games, even though UDP does not provide reliability, ordering, or congestion-control guarantees?","contrast,tradeoff",1.0000,0.5000,1.0000,1.0000,0.8229
2f725ce8-aed5-4ded-9143-dbf25a738b94,1ffc7bae-c70d-4650-bf41-a2c2aa892c41,q05_tls_authentication_certificate_chain,"How does TLS authenticate a server, what role does the certificate chain play, and why can an expired certificate bring an application down?","causal,failure",0.5000,1.0000,1.0000,1.0000,1.0000
2f725ce8-aed5-4ded-9143-dbf25a738b94,52c391cc-c6cf-4dfc-a417-b3b337702a78,q06_tls_integrity_hmac_vs_tcp_checksum,"Why does TLS still verify message integrity with an HMAC even though TCP already includes a checksum, and what kinds of problems does this extra protection address?","causal,failure",0.0000,1.0000,1.0000,1.0000,1.0000
2f725ce8-aed5-4ded-9143-dbf25a738b94,2b85a917-d595-43ab-b85a-40165b648692,q08_http_versions_head_of_line_blocking,"Why does HTTP 1.1 suffer from head-of-line blocking, and how do HTTP 2 and HTTP 3 improve throughput and reduce the impact of packet loss?","contrast,failure",0.0000,0.5000,0.5000,1.0000,0.5615
2f725ce8-aed5-4ded-9143-dbf25a738b94,928c8b72-2a16-4a2d-a8ee-7250e7a0c7f0,q09_idempotency_keys_and_atomicity,"Why can retrying a POST request after a timeout create an inconsistent system state, and how do idempotency keys together with transactional atomicity solve this problem?",failure,1.0000,1.0000,1.0000,1.0000,0.5615
2f725ce8-aed5-4ded-9143-dbf25a738b94,bedafbdc-f399-467c-8d10-03489be65ace,q10_partial_synchrony_realism,Why is the partially synchronous model usually a better fit for real distributed systems than either the strictly synchronous model or the fully asynchronous one?,"causal,contrast",0.5000,0.5000,1.0000,1.0000,0.5615
2f725ce8-aed5-4ded-9143-dbf25a738b94,8af52cf7-6c56-44ab-b598-26d01afa75e5,q12_raft_leader_election,"How does Raft elect a leader, and why are randomized timeouts and periodic heartbeats important for preventing split votes and detecting failed leaders?","causal,failure",1.0000,1.0000,1.0000,1.0000,0.8791
2f725ce8-aed5-4ded-9143-dbf25a738b94,96adc79f-e326-4919-b42b-d6d67922352f,q13_consistency_tradeoffs_and_cap,"Why does allowing clients to read from any follower improve availability but weaken consistency, and how does the CAP theorem frame the choice during a network partition?","tradeoff,failure",1.0000,1.0000,1.0000,1.0000,0.8973
2f725ce8-aed5-4ded-9143-dbf25a738b94,f7b8905e-8b91-4ab5-a87d-32f0320931b7,q14_causal_vs_eventual_consistency,"Why is eventual consistency not always enough for applications with causally related operations, and how does causal consistency strengthen the guarantees without requiring full strong consistency?","contrast,tradeoff",0.5000,1.0000,1.0000,1.0000,0.8596
2f725ce8-aed5-4ded-9143-dbf25a738b94,f78d8673-442a-40cc-ba54-1da9c6b2da4a,q15_isolation_atomicity_and_2pc,"What is the difference between isolation and atomicity in transactions, and why is two-phase commit needed when atomicity must be coordinated across multiple processes?",contrast,0.5000,0.5000,1.0000,0.5000,0.4440
2f725ce8-aed5-4ded-9143-dbf25a738b94,1b712de9-6d88-4a5d-920d-c719b88a1eb4,q16_outbox_pattern_dual_writes,"Why can dual writes to a primary database and a secondary system such as a search index leave the system in an inconsistent state, and how does the outbox pattern address this problem?",failure,0.5000,1.0000,0.5000,1.0000,0.5615
2f725ce8-aed5-4ded-9143-dbf25a738b94,b59ed591-6768-4a08-8316-f661be7c91a2,q17_sagas_and_lack_of_isolation,"How do sagas use compensating transactions to preserve atomicity across services, and why do they still sacrifice the isolation guarantees of traditional ACID transactions?","tradeoff,failure",0.0000,0.5000,1.0000,1.0000,0.7780
2f725ce8-aed5-4ded-9143-dbf25a738b94,b9ed00ce-2a1b-4d72-8a0a-f3e2a46578be,q18_range_vs_hash_partitioning,"What trade-offs separate range partitioning from hash partitioning, and why can each approach still suffer from hotspots under certain access patterns?","contrast,tradeoff",1.0000,1.0000,1.0000,1.0000,0.8973
2f725ce8-aed5-4ded-9143-dbf25a738b94,75798304-af44-4a49-9492-6b49f5f6510e,q19_l4_vs_l7_load_balancing,"What is the difference between transport-layer and application-layer load balancing, and what extra capabilities does an L7 load balancer gain by understanding HTTP traffic?",contrast,0.5000,1.0000,1.0000,1.0000,1.0000
2f725ce8-aed5-4ded-9143-dbf25a738b94,a676f33d-58ee-44d9-917b-78f6f65da3cb,q20_exactly_once_processing_is_an_illusion,"Why is exactly-once message delivery impossible in practice, and how can a consumer approximate exactly-once processing with idempotent handling and careful delete timing?","failure,tradeoff",0.0000,1.0000,1.0000,1.0000,0.8229
9231451d-7e23-48e8-95c9-97a7a28f9189,f4e441fc-3379-4eb2-87ba-e4d3fd4dd01f,q01_tcp_reliable_over_ip,"Why is TCP considered a transport layer that creates a reliable channel on top of unreliable IP, and what mechanisms does it use to compensate for packet loss, duplication, corruption, and out-of-order delivery?","causal,failure",0.0000,1.0000,1.0000,1.0000,0.8973
9231451d-7e23-48e8-95c9-97a7a28f9189,7616da54-a82f-4793-a335-88be90ead487,q02_connection_setup_reuse_cost,"Why are opening new network connections expensive, why does geographic proximity reduce this penalty, and why do systems try to reuse connections instead of recreating them repeatedly?","causal,tradeoff",0.5000,1.0000,0.5000,1.0000,0.8807
9231451d-7e23-48e8-95c9-97a7a28f9189,6d54e7ea-52e3-4193-9904-bd2efc5c9462,q03_flow_vs_congestion_control,"What is the difference between flow control and congestion control in TCP, and what type of overload is each mechanism designed to prevent?",contrast,1.0000,1.0000,1.0000,1.0000,0.7780
9231451d-7e23-48e8-95c9-97a7a28f9189,6c9d2825-8b00-4d1b-9639-b73519b26fe9,q04_udp_for_realtime_protocols,"Why can UDP be a better foundation than TCP for real-time protocols such as multiplayer games, even though UDP does not provide reliability, ordering, or congestion-control guarantees?","contrast,tradeoff",1.0000,1.0000,1.0000,1.0000,1.0000
9231451d-7e23-48e8-95c9-97a7a28f9189,c808ebcd-ff8c-4098-9b17-15ed3a00f267,q05_tls_authentication_certificate_chain,"How does TLS authenticate a server, what role does the certificate chain play, and why can an expired certificate bring an application down?","causal,failure",0.0000,1.0000,1.0000,1.0000,0.8229
9231451d-7e23-48e8-95c9-97a7a28f9189,8ba0435a-1939-461a-b2e8-9095a70aa9b7,q06_tls_integrity_hmac_vs_tcp_checksum,"Why does TLS still verify message integrity with an HMAC even though TCP already includes a checksum, and what kinds of problems does this extra protection address?","causal,failure",0.0000,1.0000,1.0000,1.0000,1.0000
9231451d-7e23-48e8-95c9-97a7a28f9189,8430a955-5e57-4178-8483-8beb4af5f4b3,q07_dns_ttl_tradeoff_and_stale_entries,"How does DNS resolution work, why does the TTL create a trade-off between fast propagation and lower lookup load, and why can serving stale records be more robust than serving no records at all?","tradeoff,failure",0.5000,1.0000,1.0000,1.0000,0.8596
9231451d-7e23-48e8-95c9-97a7a28f9189,f65d7622-0f72-4b78-b3ba-55b9f01aa54c,q08_http_versions_head_of_line_blocking,"Why does HTTP 1.1 suffer from head-of-line blocking, and how do HTTP 2 and HTTP 3 improve throughput and reduce the impact of packet loss?","contrast,failure",0.5000,1.0000,1.0000,1.0000,0.6825
9231451d-7e23-48e8-95c9-97a7a28f9189,2fcfcea7-93aa-410e-bfbd-f44b3ff8752d,q09_idempotency_keys_and_atomicity,"Why can retrying a POST request after a timeout create an inconsistent system state, and how do idempotency keys together with transactional atomicity solve this problem?",failure,0.0000,1.0000,0.5000,1.0000,0.7019
9231451d-7e23-48e8-95c9-97a7a28f9189,49357e1c-e24b-4f96-a0df-7d652aebb009,q11_lamport_vs_vector_clocks,"Why are Lamport logical clocks not sufficient to capture causality precisely, and how do vector clocks improve on them?","causal,contrast",0.0000,0.5000,1.0000,1.0000,1.0000
9231451d-7e23-48e8-95c9-97a7a28f9189,83f8d00d-2a98-465f-b598-d0141b9182cc,q10_partial_synchrony_realism,Why is the partially synchronous model usually a better fit for real distributed systems than either the strictly synchronous model or the fully asynchronous one?,"causal,contrast",0.0000,0.5000,1.0000,1.0000,0.5615
9231451d-7e23-48e8-95c9-97a7a28f9189,ff83dcb0-0f52-483a-9646-97a00322c7ff,q12_raft_leader_election,"How does Raft elect a leader, and why are randomized timeouts and periodic heartbeats important for preventing split votes and detecting failed leaders?","causal,failure",0.5000,1.0000,1.0000,1.0000,0.7019
9231451d-7e23-48e8-95c9-97a7a28f9189,2da9487c-b844-400b-b117-aea11dfcd57b,q13_consistency_tradeoffs_and_cap,"Why does allowing clients to read from any follower improve availability but weaken consistency, and how does the CAP theorem frame the choice during a network partition?","tradeoff,failure",0.5000,0.5000,1.0000,1.0000,1.0000
9231451d-7e23-48e8-95c9-97a7a28f9189,e254d4f9-8af0-4910-8abf-a6462123a885,q14_causal_vs_eventual_consistency,"Why is eventual consistency not always enough for applications with causally related operations, and how does causal consistency strengthen the guarantees without requiring full strong consistency?","contrast,tradeoff",1.0000,1.0000,1.0000,1.0000,0.8791
9231451d-7e23-48e8-95c9-97a7a28f9189,8dbf3538-4501-4576-9048-605112cc57a1,q15_isolation_atomicity_and_2pc,"What is the difference between isolation and atomicity in transactions, and why is two-phase commit needed when atomicity must be coordinated across multiple processes?",contrast,1.0000,1.0000,1.0000,0.5000,0.6588
9231451d-7e23-48e8-95c9-97a7a28f9189,941f3bf5-3567-40e3-a7c8-70233129c6bd,q16_outbox_pattern_dual_writes,"Why can dual writes to a primary database and a secondary system such as a search index leave the system in an inconsistent state, and how does the outbox pattern address this problem?",failure,0.0000,1.0000,0.5000,1.0000,0.7387
9231451d-7e23-48e8-95c9-97a7a28f9189,e340c580-ba99-44f1-9391-019b988b07fc,q17_sagas_and_lack_of_isolation,"How do sagas use compensating transactions to preserve atomicity across services, and why do they still sacrifice the isolation guarantees of traditional ACID transactions?","tradeoff,failure",0.0000,1.0000,1.0000,1.0000,1.0000
9231451d-7e23-48e8-95c9-97a7a28f9189,96e707e2-1194-4a11-a134-dc1374b2d958,q18_range_vs_hash_partitioning,"What trade-offs separate range partitioning from hash partitioning, and why can each approach still suffer from hotspots under certain access patterns?","contrast,tradeoff",0.5000,0.5000,1.0000,1.0000,0.8973
9231451d-7e23-48e8-95c9-97a7a28f9189,b103e334-08e7-40f0-b857-8046adf0ad16,q19_l4_vs_l7_load_balancing,"What is the difference between transport-layer and application-layer load balancing, and what extra capabilities does an L7 load balancer gain by understanding HTTP traffic?",contrast,0.0000,1.0000,1.0000,1.0000,1.0000
9231451d-7e23-48e8-95c9-97a7a28f9189,8aae4591-38c6-455d-b366-cbd1986ccdd8,q20_exactly_once_processing_is_an_illusion,"Why is exactly-once message delivery impossible in practice, and how can a consumer approximate exactly-once processing with idempotent handling and careful delete timing?","failure,tradeoff",1.0000,1.0000,1.0000,1.0000,0.6825
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,c433ba49-163e-484b-89db-b6204c7842b1,q01_tcp_reliable_over_ip,"Why is TCP considered a transport layer that creates a reliable channel on top of unreliable IP, and what mechanisms does it use to compensate for packet loss, duplication, corruption, and out-of-order delivery?","causal,failure",0.5000,1.0000,1.0000,1.0000,0.8973
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,46cf35cd-8fda-4392-8497-e40c812d2de1,q02_connection_setup_reuse_cost,"Why are opening new network connections expensive, why does geographic proximity reduce this penalty, and why do systems try to reuse connections instead of recreating them repeatedly?","causal,tradeoff",1.0000,1.0000,1.0000,1.0000,0.8973
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,87e7f088-91fe-4bb3-81b0-fa85a6e82b1c,q03_flow_vs_congestion_control,"What is the difference between flow control and congestion control in TCP, and what type of overload is each mechanism designed to prevent?",contrast,1.0000,1.0000,1.0000,1.0000,0.7780
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,56ebbc45-a580-40e4-bd9f-cf389d7f8e41,q04_udp_for_realtime_protocols,"Why can UDP be a better foundation than TCP for real-time protocols such as multiplayer games, even though UDP does not provide reliability, ordering, or congestion-control guarantees?","contrast,tradeoff",1.0000,1.0000,1.0000,1.0000,1.0000
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,04fc7833-e9c5-4e41-af46-1a723689cf82,q05_tls_authentication_certificate_chain,"How does TLS authenticate a server, what role does the certificate chain play, and why can an expired certificate bring an application down?","causal,failure",0.5000,1.0000,1.0000,1.0000,0.8229
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,35d67cf3-d35d-4e92-a9a3-33895dc2b2ed,q06_tls_integrity_hmac_vs_tcp_checksum,"Why does TLS still verify message integrity with an HMAC even though TCP already includes a checksum, and what kinds of problems does this extra protection address?","causal,failure",0.5000,1.0000,1.0000,1.0000,1.0000
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,c3e49ce4-c1dd-413f-86e1-95fd647d6b24,q07_dns_ttl_tradeoff_and_stale_entries,"How does DNS resolution work, why does the TTL create a trade-off between fast propagation and lower lookup load, and why can serving stale records be more robust than serving no records at all?","tradeoff,failure",1.0000,1.0000,1.0000,1.0000,0.7019
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,c55249a6-741c-4174-a240-b412f155ca47,q08_http_versions_head_of_line_blocking,"Why does HTTP 1.1 suffer from head-of-line blocking, and how do HTTP 2 and HTTP 3 improve throughput and reduce the impact of packet loss?","contrast,failure",0.5000,1.0000,0.5000,1.0000,0.7387
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,3dcebc14-9534-492e-bef0-16105ca30483,q09_idempotency_keys_and_atomicity,"Why can retrying a POST request after a timeout create an inconsistent system state, and how do idempotency keys together with transactional atomicity solve this problem?",failure,1.0000,1.0000,1.0000,1.0000,0.8229
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,162eca81-a1ae-411d-91f3-eb16d07a7104,q10_partial_synchrony_realism,Why is the partially synchronous model usually a better fit for real distributed systems than either the strictly synchronous model or the fully asynchronous one?,"causal,contrast",1.0000,1.0000,1.0000,1.0000,0.5615
e1b43ff2-91b9-49ad-aa7a-e9c4383c589d,f38ce06b-921d-47f0-af7f-ba1eb36610d6,q12_raft_leader_election,"How does Raft elect a leader, and why are randomized timeouts and periodic heartbeats important for preventing split votes and detecting failed leaders?","causal,failure",1.0000,1.0000,1.0000,1.0000,1.0000
