run_id,request_id,question_id,question_text,tags,answer_completeness_score,groundedness_score,answer_relevance_score,generation_context_strict_recall_at_4,generation_context_ndcg_at_4
a2ecf5fd-3264-4570-8b4d-fee01d3e928b,492f6d95-c2ca-4317-9b5f-d1d664eed9a5,q11_lamport_vs_vector_clocks,"Why are Lamport logical clocks not sufficient to capture causality precisely, and how do vector clocks improve on them?","causal,contrast",1.0000,1.0000,1.0000,1.0000,1.0000
a2ecf5fd-3264-4570-8b4d-fee01d3e928b,10aabd3c-1ff3-4a63-92cd-8e0e7e137247,q12_raft_leader_election,"How does Raft elect a leader, and why are randomized timeouts and periodic heartbeats important for preventing split votes and detecting failed leaders?","causal,failure",1.0000,1.0000,1.0000,1.0000,0.8791
a2ecf5fd-3264-4570-8b4d-fee01d3e928b,c80c188a-45f9-476c-be4a-e00a084d353b,q13_consistency_tradeoffs_and_cap,"Why does allowing clients to read from any follower improve availability but weaken consistency, and how does the CAP theorem frame the choice during a network partition?","tradeoff,failure",1.0000,1.0000,1.0000,1.0000,0.8973
a2ecf5fd-3264-4570-8b4d-fee01d3e928b,64fe2fa3-2aa5-49d5-95ba-4a8490014b94,q14_causal_vs_eventual_consistency,"Why is eventual consistency not always enough for applications with causally related operations, and how does causal consistency strengthen the guarantees without requiring full strong consistency?","contrast,tradeoff",1.0000,1.0000,1.0000,1.0000,0.8596
a2ecf5fd-3264-4570-8b4d-fee01d3e928b,b56baaaf-4c6e-4619-b7d4-b6cc36fd14da,q15_isolation_atomicity_and_2pc,"What is the difference between isolation and atomicity in transactions, and why is two-phase commit needed when atomicity must be coordinated across multiple processes?",contrast,1.0000,1.0000,1.0000,0.5000,0.4440
a2ecf5fd-3264-4570-8b4d-fee01d3e928b,41da940e-ddbf-4180-a90a-9258bf401cc8,q16_outbox_pattern_dual_writes,"Why can dual writes to a primary database and a secondary system such as a search index leave the system in an inconsistent state, and how does the outbox pattern address this problem?",failure,1.0000,1.0000,1.0000,1.0000,0.5615
a2ecf5fd-3264-4570-8b4d-fee01d3e928b,1c7123cd-6c7c-413f-aa75-d380fa02c456,q17_sagas_and_lack_of_isolation,"How do sagas use compensating transactions to preserve atomicity across services, and why do they still sacrifice the isolation guarantees of traditional ACID transactions?","tradeoff,failure",1.0000,1.0000,1.0000,1.0000,0.7780
a2ecf5fd-3264-4570-8b4d-fee01d3e928b,fefb9c0e-e532-4ab1-bdde-1f7c757ec13a,q18_range_vs_hash_partitioning,"What trade-offs separate range partitioning from hash partitioning, and why can each approach still suffer from hotspots under certain access patterns?","contrast,tradeoff",1.0000,1.0000,1.0000,1.0000,0.8973
a2ecf5fd-3264-4570-8b4d-fee01d3e928b,02077c01-a26e-4d7b-aea0-0562df76b699,q19_l4_vs_l7_load_balancing,"What is the difference between transport-layer and application-layer load balancing, and what extra capabilities does an L7 load balancer gain by understanding HTTP traffic?",contrast,1.0000,1.0000,1.0000,1.0000,1.0000
a2ecf5fd-3264-4570-8b4d-fee01d3e928b,13b5d845-9063-487a-b3b2-d21620fd25f1,q20_exactly_once_processing_is_an_illusion,"Why is exactly-once message delivery impossible in practice, and how can a consumer approximate exactly-once processing with idempotent handling and careful delete timing?","failure,tradeoff",0.0000,1.0000,0.0000,1.0000,0.8229
