run_id,request_id,question_id,question_text,tags,answer_completeness_score,groundedness_score,answer_relevance_score,generation_context_strict_recall_at_4,generation_context_ndcg_at_4
2912cd07-b245-4479-a619-b0c745ff64b5,fdeefc3e-7b96-4511-896f-b04ad3190460,q11_lamport_vs_vector_clocks,"Why are Lamport logical clocks not sufficient to capture causality precisely, and how do vector clocks improve on them?","causal,contrast",1.0000,1.0000,1.0000,1.0000,1.0000
2912cd07-b245-4479-a619-b0c745ff64b5,cc7e0320-4579-41d7-9ced-4fee31d4ebe8,q12_raft_leader_election,"How does Raft elect a leader, and why are randomized timeouts and periodic heartbeats important for preventing split votes and detecting failed leaders?","causal,failure",0.0000,0.0000,0.0000,1.0000,1.0000
2912cd07-b245-4479-a619-b0c745ff64b5,d300893d-df9a-4d59-a0f5-8e53a7fd1052,q13_consistency_tradeoffs_and_cap,"Why does allowing clients to read from any follower improve availability but weaken consistency, and how does the CAP theorem frame the choice during a network partition?","tradeoff,failure",1.0000,1.0000,1.0000,1.0000,1.0000
2912cd07-b245-4479-a619-b0c745ff64b5,b94f5b44-25de-464e-8991-ef0e79cf8e91,q14_causal_vs_eventual_consistency,"Why is eventual consistency not always enough for applications with causally related operations, and how does causal consistency strengthen the guarantees without requiring full strong consistency?","contrast,tradeoff",1.0000,1.0000,1.0000,1.0000,0.7387
2912cd07-b245-4479-a619-b0c745ff64b5,b2ed2675-5551-4d06-8e64-ae8290264197,q15_isolation_atomicity_and_2pc,"What is the difference between isolation and atomicity in transactions, and why is two-phase commit needed when atomicity must be coordinated across multiple processes?",contrast,0.0000,1.0000,1.0000,0.5000,0.6422
2912cd07-b245-4479-a619-b0c745ff64b5,ca4416ec-ccc8-4c21-a939-65df3cc9d892,q16_outbox_pattern_dual_writes,"Why can dual writes to a primary database and a secondary system such as a search index leave the system in an inconsistent state, and how does the outbox pattern address this problem?",failure,1.0000,1.0000,1.0000,1.0000,0.5615
2912cd07-b245-4479-a619-b0c745ff64b5,2c160109-4e27-47b0-bf40-29e9ab46e525,q17_sagas_and_lack_of_isolation,"How do sagas use compensating transactions to preserve atomicity across services, and why do they still sacrifice the isolation guarantees of traditional ACID transactions?","tradeoff,failure",1.0000,1.0000,1.0000,1.0000,0.7780
2912cd07-b245-4479-a619-b0c745ff64b5,fc0dc21a-c884-4154-9e28-dc626e3a80cd,q18_range_vs_hash_partitioning,"What trade-offs separate range partitioning from hash partitioning, and why can each approach still suffer from hotspots under certain access patterns?","contrast,tradeoff",1.0000,1.0000,1.0000,1.0000,0.8973
2912cd07-b245-4479-a619-b0c745ff64b5,c11e1e88-9bf4-48f5-ad81-0a423b34cc9d,q19_l4_vs_l7_load_balancing,"What is the difference between transport-layer and application-layer load balancing, and what extra capabilities does an L7 load balancer gain by understanding HTTP traffic?",contrast,1.0000,1.0000,1.0000,1.0000,1.0000
2912cd07-b245-4479-a619-b0c745ff64b5,1e6e86eb-8e2a-44b9-821d-2ed7919821cc,q20_exactly_once_processing_is_an_illusion,"Why is exactly-once message delivery impossible in practice, and how can a consumer approximate exactly-once processing with idempotent handling and careful delete timing?","failure,tradeoff",1.0000,1.0000,1.0000,1.0000,0.8229
